event_id,label,start_timestamp,duration,position,receiver_files,receiver_start_time_offset,cc_maxs,tdoas,residual_rms,hawkears_score
GRSP_20250618T061935_1,GRSP,2025-06-18 06:19:35-06:00,3,"[193798.66290378626, 5621773.372649195]","['GRSP_20250618T061935_1_GSA-B2_S20250618T061858.527141-0600_E20250618T064858.400743-0600_+50.66674-109.33362_resampled.flac', 'GRSP_20250618T061935_1_GSA-A1_S20250618T061858.001300-0600_E20250618T064857.876797-0600_+50.66658-109.33412_resampled.flac', 'GRSP_20250618T061935_1_GSA-A2_S20250618T061857.540377-0600_E20250618T064857.399104-0600_+50.66694-109.33414_resampled.flac', 'GRSP_20250618T061935_1_GSA-A3_S20250618T061857.969164-0600_E20250618T064857.844013-0600_+50.66730-109.33420_resampled.flac', 'GRSP_20250618T061935_1_GSA-B4_S20250618T061857.717124-0600_E20250618T064857.604944-0600_+50.66745-109.33364_resampled.flac', 'GRSP_20250618T061935_1_GSA-C1_S20250618T061858.286533-0600_E20250618T064858.158258-0600_+50.66661-109.33300_resampled.flac', 'GRSP_20250618T061935_1_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac', 'GRSP_20250618T061935_1_GSA-C3_S20250618T061758.229371-0600_E20250618T064758.091076-0600_+50.66731-109.33310_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.08667755872011185, 0.033602260053157806, 0.043007656931877136, 0.11107000708580017, 0.12232202291488647, 0.15711438655853271, 0.15473107993602753]","[0.0, 0.08617427923550375, 0.009394233884029823, 0.015924846128927778, -0.009018464528668613, 0.08372529964366698, 0.0015937803692905872, -0.0038937479753806126]",0.35037171402120193,0.703
GRSP_20250618T061935_2,GRSP,2025-06-18 06:19:35-06:00,3,"[193840.53493945088, 5621754.865103188]","['GRSP_20250618T061935_2_GSA-D1_S20250618T061857.623044-0600_E20250618T064857.467851-0600_+50.66643-109.33240_resampled.flac', 'GRSP_20250618T061935_2_GSA-C1_S20250618T061858.286533-0600_E20250618T064858.158258-0600_+50.66661-109.33300_resampled.flac', 'GRSP_20250618T061935_2_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac', 'GRSP_20250618T061935_2_GSA-D2_S20250618T061757.401705-0600_E20250618T064757.264379-0600_+50.66681-109.33242_resampled.flac', 'GRSP_20250618T061935_2_GSA-E1_S20250618T061758.129604-0600_E20250618T064757.990512-0600_+50.66665-109.33187_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.13026249408721924, 0.10020774602890015, 0.11027121543884277, 0.08541180193424225]","[0.0, -0.12765792031098153, -0.20978943958535795, -0.07711370262390668, 0.05812439261418856]",6.653641347317677,0.862
GRSP_20250618T061947_1,GRSP,2025-06-18 06:19:47-06:00,3,"[193798.05916921922, 5621773.498030207]","['GRSP_20250618T061947_1_GSA-B4_S20250618T061857.717124-0600_E20250618T064857.604944-0600_+50.66745-109.33364_resampled.flac', 'GRSP_20250618T061947_1_GSA-A2_S20250618T061857.540377-0600_E20250618T064857.399104-0600_+50.66694-109.33414_resampled.flac', 'GRSP_20250618T061947_1_GSA-A3_S20250618T061857.969164-0600_E20250618T064857.844013-0600_+50.66730-109.33420_resampled.flac', 'GRSP_20250618T061947_1_GSA-B2_S20250618T061858.527141-0600_E20250618T064858.400743-0600_+50.66674-109.33362_resampled.flac', 'GRSP_20250618T061947_1_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac', 'GRSP_20250618T061947_1_GSA-C3_S20250618T061758.229371-0600_E20250618T064758.091076-0600_+50.66731-109.33310_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.08638933300971985, 0.06665616482496262, 0.11593543738126755, 0.13780200481414795, 0.11976634711027145]","[0.0, 0.018305798509880178, 0.024995140913508296, 0.009031422092646596, 0.010618723679948178, 0.005131195335276978]",0.17727888647593884,0.98
GRSP_20250618T061947_2,GRSP,2025-06-18 06:19:47-06:00,3,"[193841.1212470631, 5621754.400852555]","['GRSP_20250618T061947_2_GSA-D1_S20250618T061857.623044-0600_E20250618T064857.467851-0600_+50.66643-109.33240_resampled.flac', 'GRSP_20250618T061947_2_GSA-C1_S20250618T061858.286533-0600_E20250618T064858.158258-0600_+50.66661-109.33300_resampled.flac', 'GRSP_20250618T061947_2_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac', 'GRSP_20250618T061947_2_GSA-D2_S20250618T061757.401705-0600_E20250618T064757.264379-0600_+50.66681-109.33242_resampled.flac', 'GRSP_20250618T061947_2_GSA-E1_S20250618T061758.129604-0600_E20250618T064757.990512-0600_+50.66665-109.33187_resampled.flac', 'GRSP_20250618T061947_2_GSA-E2_S20250618T061757.039060-0600_E20250618T064756.892695-0600_+50.66701-109.33193_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.1063806563615799, 0.11398158222436905, 0.08676409721374512, 0.08909735083580017, 0.042920999228954315]","[0.0, -0.1279073534175575, -0.2099481697440881, -0.07718172983479105, 0.05807904114026563, 0.019643666990605768]",6.513389547218137,0.977
GRSP_20250618T061959_1,GRSP,2025-06-18 06:19:59-06:00,3,"[193766.3072222542, 5621850.328635673]","['GRSP_20250618T061959_1_GSA-A4_S20250618T061858.279749-0600_E20250618T064858.139409-0600_+50.66764-109.33421_resampled.flac', 'GRSP_20250618T061959_1_GSA-A2_S20250618T061857.540377-0600_E20250618T064857.399104-0600_+50.66694-109.33414_resampled.flac', 'GRSP_20250618T061959_1_GSA-A3_S20250618T061857.969164-0600_E20250618T064857.844013-0600_+50.66730-109.33420_resampled.flac', 'GRSP_20250618T061959_1_GSA-A5_S20250618T061757.755605-0600_E20250618T064757.631693-0600_+50.66805-109.33422_resampled.flac', 'GRSP_20250618T061959_1_GSA-B4_S20250618T061857.717124-0600_E20250618T064857.604944-0600_+50.66745-109.33364_resampled.flac', 'GRSP_20250618T061959_1_GSA-B5_S20250618T061757.659809-0600_E20250618T064757.514235-0600_+50.66781-109.33372_resampled.flac', 'GRSP_20250618T061959_1_GSA-B6_S20250618T061758.052416-0600_E20250618T064757.934634-0600_+50.66817-109.33374_resampled.flac', 'GRSP_20250618T061959_1_GSA-C4_S20250618T061758.064076-0600_E20250618T064757.920683-0600_+50.66767-109.33312_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.025831814855337143, 0.0713617354631424, 0.07257135212421417, 0.03017941676080227, 0.0342879444360733, 0.03992336243391037, 0.04576796293258667]","[0.0, 0.20905409782960804, 0.08921282798833818, -0.0727826368642695, 0.01542597991577585, 0.05556203433754453, 0.006196954972465196, 0.18542597991577586]",19.726697635181356,0.699
GRSP_20250618T061959_2,GRSP,2025-06-18 06:19:59-06:00,3,"[193769.0575558789, 5621931.903356333]","['GRSP_20250618T061959_2_GSA-A7_S20250618T061758.125370-0600_E20250618T064759.314347-0600_+50.66871-109.33432_resampled.flac', 'GRSP_20250618T061959_2_GSA-A6_S20250618T061757.606942-0600_E20250618T064757.472249-0600_+50.66837-109.33432_resampled.flac', 'GRSP_20250618T061959_2_GSA-B6_S20250618T061758.052416-0600_E20250618T064757.934634-0600_+50.66817-109.33374_resampled.flac', 'GRSP_20250618T061959_2_GSA-B7_S20250618T061758.477484-0600_E20250618T064758.365486-0600_+50.66855-109.33377_resampled.flac']","[3.5, 3.5, 3.5, 3.5]","[1.0, 0.027626026421785355, 0.0219777449965477, 0.023401930928230286]","[0.0, -0.027725947521865885, 0.09973436993845158, -0.010379008746355667]",8.023968942790614,0.895
GRSP_20250618T061959_3,GRSP,2025-06-18 06:19:59-06:00,3,"[193798.68427263026, 5621773.355963283]","['GRSP_20250618T061959_3_GSA-B2_S20250618T061858.527141-0600_E20250618T064858.400743-0600_+50.66674-109.33362_resampled.flac', 'GRSP_20250618T061959_3_GSA-A1_S20250618T061858.001300-0600_E20250618T064857.876797-0600_+50.66658-109.33412_resampled.flac', 'GRSP_20250618T061959_3_GSA-A2_S20250618T061857.540377-0600_E20250618T064857.399104-0600_+50.66694-109.33414_resampled.flac', 'GRSP_20250618T061959_3_GSA-A3_S20250618T061857.969164-0600_E20250618T064857.844013-0600_+50.66730-109.33420_resampled.flac', 'GRSP_20250618T061959_3_GSA-B4_S20250618T061857.717124-0600_E20250618T064857.604944-0600_+50.66745-109.33364_resampled.flac', 'GRSP_20250618T061959_3_GSA-C1_S20250618T061858.286533-0600_E20250618T064858.158258-0600_+50.66661-109.33300_resampled.flac', 'GRSP_20250618T061959_3_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac', 'GRSP_20250618T061959_3_GSA-C3_S20250618T061758.229371-0600_E20250618T064758.091076-0600_+50.66731-109.33310_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.07758697867393494, 0.05031962692737579, 0.028159543871879578, 0.11581853777170181, 0.09489579498767853, 0.1495814174413681, 0.13404050469398499]","[0.0, 0.08628765792031101, 0.009303530936183996, 0.016106252024619377, -0.008995788791707149, 0.08361192095885972, 0.0016164561062520233, -0.0038710722384191765]",0.35730654586661525,0.825
GRSP_20250618T061959_4,GRSP,2025-06-18 06:19:59-06:00,3,"[193754.72565728927, 5621904.524002501]","['GRSP_20250618T061959_4_GSA-B7_S20250618T061758.477484-0600_E20250618T064758.365486-0600_+50.66855-109.33377_resampled.flac', 'GRSP_20250618T061959_4_GSA-A5_S20250618T061757.755605-0600_E20250618T064757.631693-0600_+50.66805-109.33422_resampled.flac', 'GRSP_20250618T061959_4_GSA-A6_S20250618T061757.606942-0600_E20250618T064757.472249-0600_+50.66837-109.33432_resampled.flac', 'GRSP_20250618T061959_4_GSA-A7_S20250618T061758.125370-0600_E20250618T064759.314347-0600_+50.66871-109.33432_resampled.flac', 'GRSP_20250618T061959_4_GSA-B6_S20250618T061758.052416-0600_E20250618T064757.934634-0600_+50.66817-109.33374_resampled.flac', 'GRSP_20250618T061959_4_GSA-C5_S20250618T061757.963158-0600_E20250618T064757.850066-0600_+50.66804-109.33317_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.06440770626068115, 0.07339715957641602, 0.02431369014084339, 0.028715092688798904, 0.06225540488958359]","[0.0, -0.058701004211208274, -0.10718172983479105, 0.010391966310333678, 0.020278587625526423, 0.14680919987042435]",8.697706519918706,0.824
GRSP_20250618T061959_5,GRSP,2025-06-18 06:19:59-06:00,3,"[193841.06290571473, 5621754.418977101]","['GRSP_20250618T061959_5_GSA-D1_S20250618T061857.623044-0600_E20250618T064857.467851-0600_+50.66643-109.33240_resampled.flac', 'GRSP_20250618T061959_5_GSA-C1_S20250618T061858.286533-0600_E20250618T064858.158258-0600_+50.66661-109.33300_resampled.flac', 'GRSP_20250618T061959_5_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac', 'GRSP_20250618T061959_5_GSA-D2_S20250618T061757.401705-0600_E20250618T064757.264379-0600_+50.66681-109.33242_resampled.flac', 'GRSP_20250618T061959_5_GSA-E1_S20250618T061758.129604-0600_E20250618T064757.990512-0600_+50.66665-109.33187_resampled.flac', 'GRSP_20250618T061959_5_GSA-E2_S20250618T061757.039060-0600_E20250618T064756.892695-0600_+50.66701-109.33193_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.06946321576833725, 0.08677217364311218, 0.0896805077791214, 0.08184264600276947, 0.06968764960765839]","[0.0, -0.1280434078393262, -0.20983479105928085, -0.07715905409782961, 0.05803368966634276, 0.019757045675413032]",6.490668841062739,0.957
GRSP_20250618T062008_1,GRSP,2025-06-18 06:20:08-06:00,3,"[193797.94316992216, 5621774.585746451]","['GRSP_20250618T062008_1_GSA-C3_S20250618T061758.229371-0600_E20250618T064758.091076-0600_+50.66731-109.33310_resampled.flac', 'GRSP_20250618T062008_1_GSA-B2_S20250618T061858.527141-0600_E20250618T064858.400743-0600_+50.66674-109.33362_resampled.flac', 'GRSP_20250618T062008_1_GSA-B4_S20250618T061857.717124-0600_E20250618T064857.604944-0600_+50.66745-109.33364_resampled.flac', 'GRSP_20250618T062008_1_GSA-C1_S20250618T061858.286533-0600_E20250618T064858.158258-0600_+50.66661-109.33300_resampled.flac', 'GRSP_20250618T062008_1_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac', 'GRSP_20250618T062008_1_GSA-D2_S20250618T061757.401705-0600_E20250618T064757.264379-0600_+50.66681-109.33242_resampled.flac', 'GRSP_20250618T062008_1_GSA-D3_S20250618T061757.815384-0600_E20250618T064757.682692-0600_+50.66716-109.33249_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.11079160124063492, 0.070744588971138, 0.043633393943309784, 0.07822337001562119, 0.027193743735551834, 0.06738804280757904]","[0.0, 0.0038840298023971598, -0.005118237771298995, 0.0877842565597668, 0.005494007126660205, 0.1381924198250729, 0.10905409782960807]",1.1307155198360561,0.451
GRSP_20250618T062020_1,GRSP,2025-06-18 06:20:20-06:00,3,"[193797.58251360274, 5621771.091406295]","['GRSP_20250618T062020_1_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac', 'GRSP_20250618T062020_1_GSA-A2_S20250618T061857.540377-0600_E20250618T064857.399104-0600_+50.66694-109.33414_resampled.flac', 'GRSP_20250618T062020_1_GSA-B2_S20250618T061858.527141-0600_E20250618T064858.400743-0600_+50.66674-109.33362_resampled.flac', 'GRSP_20250618T062020_1_GSA-B4_S20250618T061857.717124-0600_E20250618T064857.604944-0600_+50.66745-109.33364_resampled.flac', 'GRSP_20250618T062020_1_GSA-C1_S20250618T061858.286533-0600_E20250618T064858.158258-0600_+50.66661-109.33300_resampled.flac', 'GRSP_20250618T062020_1_GSA-C3_S20250618T061758.229371-0600_E20250618T064758.091076-0600_+50.66731-109.33310_resampled.flac', 'GRSP_20250618T062020_1_GSA-D1_S20250618T061857.623044-0600_E20250618T064857.467851-0600_+50.66643-109.33240_resampled.flac', 'GRSP_20250618T062020_1_GSA-D2_S20250618T061757.401705-0600_E20250618T064757.264379-0600_+50.66681-109.33242_resampled.flac', 'GRSP_20250618T062020_1_GSA-D3_S20250618T061757.815384-0600_E20250618T064757.682692-0600_+50.66716-109.33249_resampled.flac', 'GRSP_20250618T062020_1_GSA-D4_S20250618T061758.315432-0600_E20250618T064758.183990-0600_+50.66750-109.33251_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.0721198245882988, 0.13716405630111694, 0.10560907423496246, 0.12427832186222076, 0.138581782579422, 0.07076685130596161, 0.11083196848630905, 0.12224055826663971, 0.0824333131313324]","[0.0, 0.007693553611920978, -0.00160349854227404, -0.010605766115970194, 0.0820472951085196, -0.005435698088759294, 0.21002915451895043, 0.13265954000647878, 0.10349854227405247, 0.1265597667638484]",1.5558135567718705,0.947
GRSP_20250618T062020_2,GRSP,2025-06-18 06:20:20-06:00,3,"[193841.24292969125, 5621754.319535806]","['GRSP_20250618T062020_2_GSA-D1_S20250618T061857.623044-0600_E20250618T064857.467851-0600_+50.66643-109.33240_resampled.flac', 'GRSP_20250618T062020_2_GSA-C1_S20250618T061858.286533-0600_E20250618T064858.158258-0600_+50.66661-109.33300_resampled.flac', 'GRSP_20250618T062020_2_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac', 'GRSP_20250618T062020_2_GSA-D2_S20250618T061757.401705-0600_E20250618T064757.264379-0600_+50.66681-109.33242_resampled.flac', 'GRSP_20250618T062020_2_GSA-E1_S20250618T061758.129604-0600_E20250618T064757.990512-0600_+50.66665-109.33187_resampled.flac', 'GRSP_20250618T062020_2_GSA-E2_S20250618T061757.039060-0600_E20250618T064756.892695-0600_+50.66701-109.33193_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.06424126774072647, 0.07058574259281158, 0.06878695636987686, 0.05896884202957153, 0.06446036696434021]","[0.0, -0.1279527048914804, -0.21001619695497245, -0.07702299967606088, 0.058192419825072894, 0.019552964042759968]",6.595828165335651,0.974
GRSP_20250618T062020_3,GRSP,2025-06-18 06:20:20-06:00,3,"[193813.36640019633, 5621778.227866284]","['GRSP_20250618T062020_3_GSA-D3_S20250618T061757.815384-0600_E20250618T064757.682692-0600_+50.66716-109.33249_resampled.flac', 'GRSP_20250618T062020_3_GSA-C1_S20250618T061858.286533-0600_E20250618T064858.158258-0600_+50.66661-109.33300_resampled.flac', 'GRSP_20250618T062020_3_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac', 'GRSP_20250618T062020_3_GSA-C3_S20250618T061758.229371-0600_E20250618T064758.091076-0600_+50.66731-109.33310_resampled.flac', 'GRSP_20250618T062020_3_GSA-D2_S20250618T061757.401705-0600_E20250618T064757.264379-0600_+50.66681-109.33242_resampled.flac', 'GRSP_20250618T062020_3_GSA-D4_S20250618T061758.315432-0600_E20250618T064758.183990-0600_+50.66750-109.33251_resampled.flac', 'GRSP_20250618T062020_3_GSA-E1_S20250618T061758.129604-0600_E20250618T064757.990512-0600_+50.66665-109.33187_resampled.flac', 'GRSP_20250618T062020_3_GSA-E2_S20250618T061757.039060-0600_E20250618T064756.892695-0600_+50.66701-109.33193_resampled.flac', 'GRSP_20250618T062020_3_GSA-E3_S20250618T061757.664931-0600_E20250618T064757.534966-0600_+50.66736-109.33194_resampled.flac', 'GRSP_20250618T062020_3_GSA-E4_S20250618T061757.201295-0600_E20250618T064757.071541-0600_+50.66773-109.33199_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.09990797936916351, 0.1221703290939331, 0.13473013043403625, 0.11170430481433868, 0.08363146334886551, 0.09958763420581818, 0.07752247154712677, 0.09265318512916565, 0.049219388514757156]","[0.0, -0.021444768383543894, -0.10348558471007449, -0.10895043731778424, 0.02914480077745385, -0.08221574344023322, 0.16438289601554906, 0.11578879170715906, 0.1270359572400389, 0.16558471007450598]",12.228550887957448,0.987
GRSP_20250618T062023_1,GRSP,2025-06-18 06:20:23-06:00,3,"[193751.08712246516, 5621926.193576053]","['GRSP_20250618T062023_1_GSA-A6_S20250618T061757.606942-0600_E20250618T064757.472249-0600_+50.66837-109.33432_resampled.flac', 'GRSP_20250618T062023_1_GSA-A5_S20250618T061757.755605-0600_E20250618T064757.631693-0600_+50.66805-109.33422_resampled.flac', 'GRSP_20250618T062023_1_GSA-A7_S20250618T061758.125370-0600_E20250618T064759.314347-0600_+50.66871-109.33432_resampled.flac', 'GRSP_20250618T062023_1_GSA-B6_S20250618T061758.052416-0600_E20250618T064757.934634-0600_+50.66817-109.33374_resampled.flac']","[3.5, 3.5, 3.5, 3.5]","[1.0, 0.04756727069616318, 0.03209615498781204, 0.06139039993286133]","[0.0, 0.10934888241010693, 0.03594752186588923, 0.12746679624230645]",3.551739603117411,0.625
GRSP_20250618T062029_1,GRSP,2025-06-18 06:20:29-06:00,3,"[193798.01909964022, 5621773.47414857]","['GRSP_20250618T062029_1_GSA-B4_S20250618T061857.717124-0600_E20250618T064857.604944-0600_+50.66745-109.33364_resampled.flac', 'GRSP_20250618T062029_1_GSA-A3_S20250618T061857.969164-0600_E20250618T064857.844013-0600_+50.66730-109.33420_resampled.flac', 'GRSP_20250618T062029_1_GSA-B2_S20250618T061858.527141-0600_E20250618T064858.400743-0600_+50.66674-109.33362_resampled.flac', 'GRSP_20250618T062029_1_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac', 'GRSP_20250618T062029_1_GSA-C3_S20250618T061758.229371-0600_E20250618T064758.091076-0600_+50.66731-109.33310_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.026689235121011734, 0.06837466359138489, 0.0636703222990036, 0.07473136484622955]","[0.0, 0.02490443796566244, 0.009008746355685132, 0.010573372206025278, 0.005153871072238442]",0.1866621948716739,0.576
GRSP_20250618T062032_1,GRSP,2025-06-18 06:20:32-06:00,3,"[193798.05824842866, 5621773.486891997]","['GRSP_20250618T062032_1_GSA-B4_S20250618T061857.717124-0600_E20250618T064857.604944-0600_+50.66745-109.33364_resampled.flac', 'GRSP_20250618T062032_1_GSA-A2_S20250618T061857.540377-0600_E20250618T064857.399104-0600_+50.66694-109.33414_resampled.flac', 'GRSP_20250618T062032_1_GSA-A3_S20250618T061857.969164-0600_E20250618T064857.844013-0600_+50.66730-109.33420_resampled.flac', 'GRSP_20250618T062032_1_GSA-B2_S20250618T061858.527141-0600_E20250618T064858.400743-0600_+50.66674-109.33362_resampled.flac', 'GRSP_20250618T062032_1_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac', 'GRSP_20250618T062032_1_GSA-C3_S20250618T061758.229371-0600_E20250618T064758.091076-0600_+50.66731-109.33310_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.038066379725933075, 0.06689025461673737, 0.08553670346736908, 0.09212616831064224, 0.08771349489688873]","[0.0, 0.018305798509880178, 0.025017816650469704, 0.008986070618723696, 0.010573372206025278, 0.005153871072238442]",0.1854912671556205,0.619
GRSP_20250618T062035_1,GRSP,2025-06-18 06:20:35-06:00,3,"[193747.7877287346, 5621916.583957085]","['GRSP_20250618T062035_1_GSA-A6_S20250618T061757.606942-0600_E20250618T064757.472249-0600_+50.66837-109.33432_resampled.flac', 'GRSP_20250618T062035_1_GSA-A5_S20250618T061757.755605-0600_E20250618T064757.631693-0600_+50.66805-109.33422_resampled.flac', 'GRSP_20250618T062035_1_GSA-A7_S20250618T061758.125370-0600_E20250618T064759.314347-0600_+50.66871-109.33432_resampled.flac', 'GRSP_20250618T062035_1_GSA-B5_S20250618T061757.659809-0600_E20250618T064757.514235-0600_+50.66781-109.33372_resampled.flac', 'GRSP_20250618T062035_1_GSA-B7_S20250618T061758.477484-0600_E20250618T064758.365486-0600_+50.66855-109.33377_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.09310612827539444, 0.021512430161237717, 0.08872881531715393, 0.07031629234552383]","[0.0, 0.10538062844185292, 0.03923550372529966, 0.21220602526724974, 0.12413346290897315]",8.653903939870778,0.73
GRSP_20250618T062035_2,GRSP,2025-06-18 06:20:35-06:00,3,"[193758.4560739903, 5621908.0945800785]","['GRSP_20250618T062035_2_GSA-B7_S20250618T061758.477484-0600_E20250618T064758.365486-0600_+50.66855-109.33377_resampled.flac', 'GRSP_20250618T062035_2_GSA-A5_S20250618T061757.755605-0600_E20250618T064757.631693-0600_+50.66805-109.33422_resampled.flac', 'GRSP_20250618T062035_2_GSA-A6_S20250618T061757.606942-0600_E20250618T064757.472249-0600_+50.66837-109.33432_resampled.flac', 'GRSP_20250618T062035_2_GSA-A7_S20250618T061758.125370-0600_E20250618T064759.314347-0600_+50.66871-109.33432_resampled.flac']","[3.5, 3.5, 3.5, 3.5]","[1.0, 0.06317143142223358, 0.08177312463521957, 0.015240663662552834]","[0.0, -0.05858762552640104, -0.12412050534499514, 0.02714933592484614]",5.734093959385486,0.453
GRSP_20250618T062044_1,GRSP,2025-06-18 06:20:44-06:00,3,"[193798.0586064944, 5621773.454521991]","['GRSP_20250618T062044_1_GSA-B4_S20250618T061857.717124-0600_E20250618T064857.604944-0600_+50.66745-109.33364_resampled.flac', 'GRSP_20250618T062044_1_GSA-A2_S20250618T061857.540377-0600_E20250618T064857.399104-0600_+50.66694-109.33414_resampled.flac', 'GRSP_20250618T062044_1_GSA-A3_S20250618T061857.969164-0600_E20250618T064857.844013-0600_+50.66730-109.33420_resampled.flac', 'GRSP_20250618T062044_1_GSA-B2_S20250618T061858.527141-0600_E20250618T064858.400743-0600_+50.66674-109.33362_resampled.flac', 'GRSP_20250618T062044_1_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac', 'GRSP_20250618T062044_1_GSA-C3_S20250618T061758.229371-0600_E20250618T064758.091076-0600_+50.66731-109.33310_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.0381070151925087, 0.0319385826587677, 0.1038275808095932, 0.1042732447385788, 0.10708596557378769]","[0.0, 0.018215095562034322, 0.02528992549400716, 0.008986070618723696, 0.010505344995140914, 0.005131195335276978]",0.21996495426545123,0.983
GRSP_20250618T062044_2,GRSP,2025-06-18 06:20:44-06:00,3,"[193841.0368614228, 5621754.434239963]","['GRSP_20250618T062044_2_GSA-D1_S20250618T061857.623044-0600_E20250618T064857.467851-0600_+50.66643-109.33240_resampled.flac', 'GRSP_20250618T062044_2_GSA-C1_S20250618T061858.286533-0600_E20250618T064858.158258-0600_+50.66661-109.33300_resampled.flac', 'GRSP_20250618T062044_2_GSA-C2_S20250618T061858.155431-0600_E20250618T064858.015156-0600_+50.66694-109.33306_resampled.flac', 'GRSP_20250618T062044_2_GSA-D2_S20250618T061757.401705-0600_E20250618T064757.264379-0600_+50.66681-109.33242_resampled.flac', 'GRSP_20250618T062044_2_GSA-E1_S20250618T061758.129604-0600_E20250618T064757.990512-0600_+50.66665-109.33187_resampled.flac', 'GRSP_20250618T062044_2_GSA-E2_S20250618T061757.039060-0600_E20250618T064756.892695-0600_+50.66701-109.33193_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.09217797219753265, 0.09144880622625351, 0.0672350823879242, 0.07634929567575455, 0.07197420299053192]","[0.0, -0.12779397473275023, -0.2099481697440881, -0.07734045999352121, 0.05807904114026563, 0.019870424360220296]",6.454556874345803,0.986
GRSP_20250618T062047_1,GRSP,2025-06-18 06:20:47-06:00,3,"[193737.65784343221, 5621920.667622289]","['GRSP_20250618T062047_1_GSA-A7_S20250618T061758.125370-0600_E20250618T064759.314347-0600_+50.66871-109.33432_resampled.flac', 'GRSP_20250618T062047_1_GSA-A6_S20250618T061757.606942-0600_E20250618T064757.472249-0600_+50.66837-109.33432_resampled.flac', 'GRSP_20250618T062047_1_GSA-B6_S20250618T061758.052416-0600_E20250618T064757.934634-0600_+50.66817-109.33374_resampled.flac', 'GRSP_20250618T062047_1_GSA-B7_S20250618T061758.477484-0600_E20250618T064758.365486-0600_+50.66855-109.33377_resampled.flac']","[3.5, 3.5, 3.5, 3.5]","[1.0, 0.02617124654352665, 0.025600288063287735, 0.025671308860182762]","[0.0, -0.04300939423388403, 0.0842014901198575, 0.06438289601554908]",4.459694237479439,0.818
